id,english,russian
65CAB1C84C5C985247927B95EDCD8F28#4764E50C,"You failed two parts of the daily task, you only gave us log tapes, you get the reward only for tapes.","Вы провалили две части ежедневного задания, вы прислали нам только журнальные ленты, награду вы получаете только за ленты."
CC4F1F9B459ED816B708248CA69AD396#BFD7D488,"You got low max health
To restore max health - use heavy meds from the store","У вас низкий максимум здоровья
Чтобы восстановить максимальное здоровье, используйте сильные лекарства из магазина"
2713D7C64C650BF1424FC7BAB2EF3291#3D43B7D6,You got this stuff from space? Very interesting...,Ты получил это из космоса? Очень интересно...
385A12B046B07CEBDCE4D0A8FCB73534#037C8221,"You have completed all three parts of the daily task, good job, your reward: {reward} points","Вы выполнили все три части ежедневного задания, отличная работа, ваша награда: {reward} очков"
A943CEBA428A4A23DC278E87DAC93690#C106EB12,"You have failed the report Dr. Kel

","Вы не справились с отчётом, д-р Кел

"
355BD90D4618080777972F9E12754D72#0DC2FD16,"You have failed the report Dr. Kel, ","Вы провалили отчёт, д-р Кел, "
894E886343CEC3AF0D3DAC87381D5940#9EF93BEE,You have seen everything,Ты видел всё
C4504A504D580A4FD99A8BBF10B81B64#3B3D096D,You must fix yourself,Вам нужно починить себя
9A7F1B0B47232BBCE29EFE83C14587BD#D5E071AF,You need paper scrap to collect the fertilizer,"Вам нужен обрывок бумаги, чтобы собрать удобрение"
7B43C8DE40FD4A5390547AA48E27EA8D#C3570CC4,You need to hold a proper floppy disc,Вам нужно держать подходящую дискету
F6D1DAA54111CD295383AD9096AFF9E8#10C8CAFC,You will learn about this kind of stuff in the game outside the tutorial.,"О таких вещах вы узнаете в игре, за пределами обучения."
466B6808469D6C3BB796BAA6307AF178#5D3BAFFD,"You will not make out of here in one piece, only liquified.","Ты не выберешься отсюда целым, только размазанным в жижу."
195350804FF5F054B21807AB3EF221C0#9B2AA790,"You work as a scientist in the isolated research lab in the mountains of Switzerland. Your task is to gather signals from space, analyse them, process them and sell them to get points.

You can get regular signals and objects like dwarf planets and stars, or you can get something ""unusual"" or ""strange""

The game has 50+ days, 200+ signals, 50+ events that occur at night or at any time
Good luck.","Вы работаете учёным в изолированной исследовательской лаборатории в горах Швейцарии. Ваша задача — собирать сигналы из космоса, анализировать их, обрабатывать и продавать, чтобы получать очки.

Вы можете получать обычные сигналы и объекты вроде карликовых планет и звёзд, а можете столкнуться с чем-то «необычным» или «странным».

В игре более 50 дней, 200+ сигналов, 50+ событий, которые происходят ночью или в любое время.
Удачи."
F5DE3A8E4FD355ECDDADD7BD7CA5D1A8#0C03EA3F,Your graduation certificate.,Твой выпускной сертификат.
4113D3F74007905054DFC981609782B8#DCA7C69B,Yule straw goat,Юльский соломенный козёл
132728DA4FCA04ECE4EB5892CCFCD6C6#85F430DA,Z,Z
E88A08204CE324A7A06ACBBA9896A951#85F430DA,Z,Z
7CCC405F4D88D8F501713DBE91C8A791#3E5228A2,Z:,Z:
720EA3A341C81E31D1FDF3AEA0B442BE#BB25F73C,"ZIP drive slot
Eject: {ej}","Отсек ZIP-дисковода
Извлечь: {ej}"
131F467D423B13443613D88402BE8023#087BF8CA,Zero G,Невесомость
EF40873E4ED5513C6B4D2988B654497F#1E9F44B3,Zeus {a},Зевс {a}
0CC81E5D4E94574AEB33AAAE6B72912E#3063937D,Zip drive,ZIP-дисковод
62ED6F25466AD8D31556BFA65A7CC68D#3063937D,Zip drive,ZIP-дисковод
BCD9724F4F662491D7607C9F98461FCB#3063937D,Zip drive,ZIP-дисковод
E302286147484D970D1783BD5A2EE41A#3063937D,Zip drive,ZIP-дисковод
F9245BB2406A3BB767424CB7A0C2C170#3063937D,Zip drive,ZIP-дисковод
FC5A0B6B4E0CC67DC43E41B05CE92B67#3063937D,Zip drive,ZIP-дисковод
FC7A16554CFD1A572DF06DA74A48B0CA#3063937D,Zip drive,ZIP-дисковод
FFCF2C09429FDE681A1151BDD963FB44#1DE38F23,Zombie spawn error: out of nav mesh,Ошибка появления зомби: вне навигационной сетки
C06F0A654630AC61D8B3B1AD89838856#4A1057AD,Zoom,Приближение
5019BF9144039D59C7EE308256CBA2D7#8146F72B,"[$$$$$$$$]
[$$$$$$$$]
[$$$$$$$$]
[$$$$$$$$]","[$$$$$$$$]
[$$$$$$$$]
[$$$$$$$$]
[$$$$$$$$]"
260BB4344B1AA26A74471D90A9F30ECD#02C0B518,[0x009A41B0],[0x009A41B0]
74F7C5644A963454A4CEBFA41E1B01BD#463CBCF1,[1],[1]
BB707F894A32CBFD100820B368792F62#C8B3BB12,[2],[2]
5944457E412C8A5338D7C789ED7CC45C#0419BB8C,[3],[3]
5544DED045A667843226CE9737132C3F#09B55889,"[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
","[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
"
71283597460AF167045B82B4177FB5F2#09B55889,"[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
","[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
"
E84EA53E46DD3EDC92236CB4D550760E#09B55889,"[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
","[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
"
B28A5CA041B611F52C44B19DCF31C12C#E2D67C01,"[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
","[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
[99]00:00
"
50AA81E849DE0A07A5549CA94B497924#788DA7EE,[ATTACKERS],[НАПАДАЮЩИЕ]
A3BB949046135450FC4FEB9B98498054#25B12D83,[ATV] Backwards,[ATV] Назад
E0D5D1F646F8B8FE4E62E1BCEFD8899E#2426E640,[ATV] Brake,[ATV] Тормоз
E46B7D93465A2AF49DA47D902F876C04#583CEAF7,[ATV] Fall/drop,[ATV] Падение/сброс
07E1747546EDBCF682C4269BA666975F#DDB46BB6,[ATV] Forward,[ATV] Вперёд
29A85A3E429BDBA31C914F8C9049DA29#B38F409E,[ATV] Honk,[ATV] Сигнал
98610E7E401FD1D8B1B142871AB3B376#B5F297A6,[ATV] Lights,[ATV] Фары
4B7086B54968CC18B059D99693BF98DD#60A961B9,[ATV] Steering left,[ATV] Поворот влево
C89165B346CA7B09E8AEAC9D2087014D#30AC75A9,[ATV] Steering right,[ATV] Поворот вправо
D29A1E7C45CDAC7DDC7DDC8AB4278B70#B64EEC86,[ATV] Turbo,[ATV] Турбо
27B6B74C43745B9A01795E88BC47D94F#8107C9F7,[ATV] Use from ATV,[ATV] Использовать с квадроцикла
A3E90C0C49B714B1B501248B44A43CD0#F1C6B2A6,[ATV] View steering,[ATV] Вид руля
7CBF063049929A442D5C0B89CB688EF2#3BC90421,[ATV] Zoom,[ATV] Приблизить
F18D3C78486AAEE57FA58DBAA5BE6CAD#A13DE2C5,"[ERROR: this tool does not work cus Mesh Ops plugin code is fuckin broken]

How to use:
Press RMB to fix the plane
RMB again to cancel
ALT+RMB - build
LMB - place vertex
Hold ALT - keep plane normal

Use prop_killer to destroy walls","[ОШИБКА: этот инструмент не работает, потому что код плагина Mesh Ops чертовски сломан]

Как использовать:
Нажмите RMB, чтобы зафиксировать плоскость
Нажмите RMB ещё раз, чтобы отменить
ALT+RMB — построить
LMB — поставить вершину
Удерживайте ALT — сохранить нормаль плоскости

Используйте prop_killer, чтобы разрушать стены"
093C383243A1B5C3852241A12842B0A5#B59E8695,[NO_TEXT_DATA_DETECTED],[ТЕКСТОВЫЕ_ДАННЫЕ_НЕ_ОБНАРУЖЕНЫ]
118ACE5F4C583E3FFA3961B76DE6E938#B59E8695,[NO_TEXT_DATA_DETECTED],[ТЕКСТОВЫЕ_ДАННЫЕ_НЕ_ОБНАРУЖЕНЫ]
5DACEA1C4625CD320D18D8BE20A8686A#B59E8695,[NO_TEXT_DATA_DETECTED],[ТЕКСТОВЫЕ_ДАННЫЕ_НЕ_ОБНАРУЖЕНЫ]
B70F31604856E2DB8C2436897C8A5234#B59E8695,[NO_TEXT_DATA_DETECTED],[ТЕКСТОВЫЕ_ДАННЫЕ_НЕ_ОБНАРУЖЕНЫ]
E75685394E89F6CD3761AF9528599725#72EDD6F2,"[Output Log]
====================
>Integrity: <c>{stab}%</>
>Sine match: {sineMatch}
>Byte match: {byteMatch}
>Array match: {arrayMatch}
====================
Status:{stat}
====================","[Журнал вывода]
====================
>Целостность: <c>{stab}%</>
>Совпадение синуса: {sineMatch}
>Совпадение байтов: {byteMatch}
>Совпадение массивов: {arrayMatch}
====================
Статус:{stat}
===================="
349A79CF422D6E09FD378E819FD8F351#5D3867AF,"[Output Log]
=========================
>Integrity: <c>{stab}%</>
>Sine match: {sineMatch}%
>Byte match: {byteMatch}%
>Array match: {arrayMatch}
=========================
Status:{stat}
=========================","[Журнал вывода]
=========================
>Целостность: <c>{stab}%</>
>Совпадение синуса: {sineMatch}%
>Совпадение байтов: {byteMatch}%
>Совпадение массивов: {arrayMatch}
=========================
Статус:{stat}
========================="
F688D3A54C1B56E44960A683073BBD58#7C26AE41,[SPOILER],[СПОЙЛЕР]
6634152E4F6D9EF35715A4911D265108#5B461532,[UPLOAD DATA],[ЗАГРУЗИТЬ ДАННЫЕ]
FFB99BD1411DEFDA5A90DDA9A8380A26#5B461532,[UPLOAD DATA],[ЗАГРУЗИТЬ ДАННЫЕ]
348929D04C76418E649EF687BF8FCF9C#4AD88D9C,[[[Delete signal]]],[[[Удалить сигнал]]]
15D720B7435754E2A86BDDB1289FF585#D0E1E03B,[{a}],[{a}]
96123D3B475DE8323F3D9B86B721A872#D0E1E03B,[{a}],[{a}]
375A26BB46ADBE99B9B5A78A1B4F986D#8F855CCB,[{e}] - Next,[{e}] - Далее
3E5A07C346F26D51B3746C89E3681015#D0E8EA0A,[{e}] - Play again,[{e}] - Играть снова
8EE44C8148E42211DD8B68B90CBC99AA#D6E9C6CA,[{e}] - Play text sequence,[{e}] - Проиграть текстовую последовательность
3822C8764AD8D270FF3190A4D02E1BB5#B6AA55F0,[{e}] - Skip,[{e}] - Пропустить
A346A38A4E9AF40E71A854A7E03EABCC#87FC856E,[{lvl}],[{lvl}]
3637487948C5AFDFDF70ADB0527557F0#684C3929,[{x}]:[{y}],[{x}]:[{y}]
41273E804CE57D35FBDF1590AE9F3E03#0A96A78D,^,^
E77BAC6343E257A6F2FAC0A820B5AE8C#E4C6DF65,"_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_","_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_
_"
DBB1DB37467AA4DDEDC9A5A3E2531992#7E12CAE7,a HUGE line of objects,ОГРОМНАЯ линия объектов
77AC6FD14AF5BB54BD0B41A319E3BF05#DAFE6447,above_avg,выше среднего
E3895C024DF0102A6B4FAF83BCBECA63#C69BFABF,access tag not found: {a},тег доступа не найден: {a}
5A2E47D946A83588F0C79099848B849B#0E6CC869,accessory,аксессуар
912108864E04C3285F0555B11C3173B5#062D72DA,achievement not found,достижение не найдено
401E44684DCFD4EEE9FD16AABBF68A7C#1A420785,ack ack ack teuz iz roæθ,ack ack ack teuz iz roæθ
467B2B5D4EED50079563EC983AE80F16#1A420785,ack ack ack teuz iz roæθ,ack ack ack teuz iz roæθ
4D875D2F41312FDD3200449A3ADB0EB4#1A420785,ack ack ack teuz iz roæθ,ack ack ack teuz iz roæθ
9F9DCAB04655878F39245A8F7B475FE5#1A420785,ack ack ack teuz iz roæθ,ack ack ack teuz iz roæθ
079CE2D44627BDD4064AA1973568F104#D2D7B709,adv,adv
B0C974DD401E05C0CCF58CBBFB022894#D2D7B709,adv,adv
94FAA279497D5188698FFFA51D62EC8A#3E961B47,all,всё
6712DEA84D7C538F4D0249B8395ADD37#E3AB6F95,alright,ладно
7A812D8F4B20C72677C401AB91E18ECC#E3AB6F95,alright,пойдёт
3F23CCE0485F7DE2E11BC085FF8A9F34#A81C368F,ambient,эмбиент
751991144F1518C1F07DA0B694B5AFDD#22F51E18,application,приложение
480672AF48AEF611BB3826927B656C3A#9C96A78F,arson,поджог
798E9ECD4D94E15848355BB32F9D5CD8#146FAF97,ash,пепел
AA26AA0A40E9291F3D997ABA31CE0E12#564F7F0E,asteroid,астероид
CCB5F12642CD69959F2791AE0E0DF254#7122130A,attack,атака
453E886144443CC459706B95DFCE03B1#7CB1E801,autocomplete,автозавершение
C8C446C3441ECFD51A6FD88BBE60BB37#F4307F3A,average,средний
5B2D76B843961014225EC6B4EDF06215#B21260ED,aw man,чувак
8A1CCFFE462F1C13F70CDAB7E6DD15C0#B21260ED,aw man,чувак
D1C7C24F4EC4ACDD97A185A9EDC2B3D6#245EF377,bakcroom,подсобка
B58580674ED8B98AC884E993A32BCFB3#FAD8E8D4,balloons,шарики
395A633C45D7F0F3224E73B61759A85F#9F054B4B,"beheaded

Requires [Custom Content] setting enabled!","обезглавленный

Требуется включённая настройка [Custom Content]!"
52E7CCE54EC927F20737279A8926FCEC#9F054B4B,"beheaded

Requires [Custom Content] setting enabled!","обезглавленный

Требуется включённая настройка [Custom Content]!"
B5D38C234EF7B76177050F9F6C7B0310#021EF106,below_avg,ниже среднего
9AFFE43B4AFE35C5C6755BBB65D00771#D358A13F,better,лучше
289A42E74AA942B5EC6C7D92D92733D5#8866FC92,bigfoo israel,"Бигфу, Израиль"
4692E26B448F3534B3E12AA3518C3E0A#8866FC92,bigfoo israel,"Бигфу, Израиль"
B7B6FB41487B23FA959253A6575F87AC#6C630B52,bingus game,игра Bingus
8322ABF446A3E5D6A89407A1F3C89E04#DEB28A2F,black_hole,чёрная_дыра
137E32574E76194B65C60B948D9731AF#EECDA1BF,blank,пусто
D9D42A7246336E49FCFAF4A1DCB9C1F2#BE9BDF13,blue_star,голубая_звезда
BAB2FA954120CFE7915721BD4C3B5EB4#F9BCBE5E,bools,булевы значения
8915024D402AF187B519079C17F5921D#DE14504E,both,оба
1E757DE64640D9E3555FB099B09020AD#3B8D189B,brown_dwarf,коричневый_карлик
98B575274C883425E09D0ABEF42D7B95#4EDAFA01,buffer_block_0x00000000,buffer_block_0x00000000
42427BCE40A3F184B45688BA9A3C297B#05A8FA6D,buffer_block_0x{n},buffer_block_0x{n}
C464D3094610FD5A4BC4F786308754B0#80F52B3C,bun,булочка
51672C04425DD1CA4DBCBB90B2C024D6#32FE5CCA,bush,куст
B2CC0DEB45EC99CD084C1F96B4730594#339E0A1A,butter,масло
1339CF0A48DA5B11A9E5F29FE8CFE913#B891FEF5,button,кнопка
263511EC4B147F6A3CEC038BEFEB0C92#B891FEF5,button,кнопка
7FF4B2B240EE923D490BF6B3F0CC6E50#B891FEF5,button,кнопка
A54B826E4FF38B52BB6B42BBD6CCC18F#B891FEF5,button,кнопка
A7F35C9C4540C389836B41AFA61C17EA#B891FEF5,button,кнопка
6134073E4538BC3822C52A8BAD79B945#2ECFBBFD,bytes,байт
A4BFD3B64E8DC024A3E9D2A9899DBE89#044F6BC5,c:\VPCMG\{name}\input_controller.txt,c:\VPCMG\{name}\input_controller.txt
331BB1B14669EC674F92689AE9BEF7F8#36D45A08,c:\VPCMG\{name}\input_keys.txt,c:\VPCMG\{name}\input_keys.txt
36539C634CD89FACD9299AB3A08E4E42#3441FFBD,c:\VPCMG\{name}\output.jpg,c:\VPCMG\{name}\output.jpg
37C5556F42E9739E75364CBBF464C481#7E88E66D,changes how smooth the mouse moves.,изменяет плавность движения мыши.
92815B3A4D4507D7C50885BBDE7868A1#C8872367,"cheese, zombie deer, a few bonus kerfuros","сыр, зомби-олени, несколько бонусных керфуросов"
BC9499E14C9DEF9D6BAFDAAB06A29007#29D6F205,choose your god,выберите своего бога
DD2816DB4B465140C8AE1C922A84D332#B4F70C19,classes,классы
91247E564F4D483F22A95D9D835E0134#B3414EC9,classic,классика
1B1318534F35B113A18EB4B5DD0912E8#85C26853,close large,близко — большой
79B8237C43F85DE6E81DB887FA034B5A#FC9E3344,close medium,близко — средний
E3C202724E77D9A780E0EDB14B805CAF#E55D0C4F,close small,близко — маленький
010CDF164B69E85EDE3E6EA3009E073D#9D55CBEA,cloth,одежда
93A481D040327C0B2E0544860A525717#626BA574,clr,очист.
B29BC77A458DBF5C692A56AB3D4086B9#CB4569C7,coal,уголь
5D9A66FD47332E6E0802F5B6DE3AC439#5757A9EB,color picker,выбор цвета
ECDC25B8473C23929D07F28E6DD0E325#F4993B93,come back,вернись
FEB068DE47AD52B095ACF6AC9EBD37DD#F2783815,comet,комета
888C5AE14585655266D3D1A69F6889BA#248A77E4,common,обычный
3FE434AA43F5EF783A4C7FBD714C2FF3#3BE606F0,concrete,бетон
20EE91964EDBAA1BE3148EBAF1BDD1F9#F3596605,console,консоль
10071D2242008BA9E5261C8ED04A5680#4D72218B,console log,журнал консоли
78723A764FC6B153A372BB9C5392FD49#95053950,container is not assigned,контейнер не назначен
5BB15B2343A93D52C76731BB955A6C62#96789587,conversion,преобраз.
C6ABEFDA491A136EF0F3D487C336FC39#96789587,conversion,преобразование
5639DABF4C434B512E414E887C4E2D8D#DACDC3E1,cool funy 7 hours (real) (no fake),"круто, смешно, 7 часов (реально) (без обмана)"
E042332347C367EBF795D8A7C7C250A8#DACDC3E1,cool funy 7 hours (real) (no fake),круто смех 7 часов (реал) (не фейк)
9A4F05574D3E2DB63BB0CEACB6EC1FFB#48F06325,cool funy banana moth (real) (no fake) ,круто смех банан моль (реал) (не фейк) 
73CB08BF48E8EA9508542A89A1DBF19E#32B47FE2,cool funy cinnamon muncher,крутой смешной пожиратель корицы
2AC452144C3208E338E76CA24448A314#71C3306C,cool funy fat bird (real) (no fake),крутая смешная толстая птица (реально) (без обмана)
B426040A49500D3B5529A88226F0F5A6#B0839779,cool funy fish guy (real) (no fake),круто смех рыба чел (реал) (не фейк)
C9C2393646B54FC5C4F974B807718767#AEBD4318,cool funy glass cat (real) (no fake),круто смех стекло кот (реал) (не фейк)
F8D801624F404EB8171A0B9420BA4123#810A4757,cool funy racoon guy (real) (no fake),крутой смешной енот-парень (реальный) (не подделка)
15215AF64E154C219BA18B9A97C21DA6#0D308C52,cool funy sweden man (real) (no fake),круто смех швед чел (реал) (не фейк)
919B3E5C46C468D854CD08BC14BCF0C1#8FA2DAC8,cool spooky ctuhu man (real) (no fake),круто страх ктулху чел (реал) (не фейк)
FF31902D45D175429A43528935D45AAB#618B1760,counter,счётчик
E3A37B8441AA2000571A209961BC706F#977C4EB3,cr.health cr1/cr2/cr3,cr.health cr1/cr2/cr3
3E5BF7D447E8F449DFA42BA0DC9CF366#E79A7C28,craft test,тестовый крафт
A8F58BF74A25349AF08A00A398ABBCEA#D62DDA58,cross,крестик
355B11F54BBC145AC61E75B3B4805CFC#104A3938,crunchy,хрустящее
94A055884F5C37210EC46A9DA2FA31E2#D6F8CC49,custom,пользовательские
2ABE1F3B46E7A896F1D7F4B022C6BD0D#0D84DAC1,damage,урон
88B3E1FE4631C40DA3593A8EE2D7BB76#7456AF30,dancing,танцует
AA969011459BD47C4FF79980C3776A8A#7B4FE475,data_block_0x{n},data_block_0x{n}
A68B97E341B70A36EDDAF8A77DE81876#F49A11FF,data_block_999,data_block_999
69CE82894F49F3E2E689F6BC7C3F92A0#D990126F,debug shit,хрень для разработчиков
DA3BE0AE46388B42B01383AD559D0E21#A2BE309F,decoded_video_file,decoded_video_file
AABCD56E4011BAABA8F0DB8140FC9B20#0F31DB58,decorations,украшения
51041B6F4D0DDF6E6395B5B27FBED525#28C4E857,denoising,шумопод.
CC76971746B22BEA5F11CBA678CDE94E#28C4E857,denoising,удаление шума
D2B4C6D64DEC17E33EE944BDB1824631#BA765FD3,desc,стол
FF400F4F436EFBD573E47693E05FDCAE#BA765FD3,desc,описание
B716D153479FB7C9861B8E91214A38FD#4E245829,detector,детектор
000FD1D44136B844B3B4029FE8D365A1#1D462374,dingus,штуковина
2030774E4678BA55EBD2E8A5909B32A0#1D462374,dingus,дингус
33BD66074DC5310AF1946C859414CC28#1D462374,dingus,штуковина
34845D574EC313D82E406E94F749B9F3#1D462374,dingus,штуковина
C320A3A641D65209DDC21EBB0F8887E9#1D462374,dingus,дингус
D33666CC4FB3225F2E74F88823CFA396#1D462374,dingus,штуковина
08A354784792E9B3D10449A9D99A85D9#BE187DEA,dirt,земля
464D77C340831117A6DFF688857A2A9E#BE187DEA,dirt,грязь
06E680CB4CECE21A2488FE9210CD83A6#C0DDEDB8,dish not found,блюдо не найдено
F7FDDF34473C4108C49568BCEF8F0456#22C8DFED,"dish: {d}
hash: {h}","блюдо: {d}
хеш: {h}"
A0598A454711DF3A24C48EB6197DF624#F69E20AA,do not expect anything,не ожидай чего-либо
7D8AA66E408DFBAFC5BF3EA1E6227246#34754502,"do not jump, please","не прыгай, пожалуйста"
22C25A1D4070BC5516B577ACA9974547#2FA2960F,does this place looks familiar to you?,тебе это место кажется знакомым?
B83769134F81AE37ABFF9CAF990D6720#DB31AFB3,dogshit,дерьмище
5FBDF8394570472077C0FD8455F05E5C#94A36E38,don't do it don't do it don't do it don't do it don't do it don't do it don't do it ,не делай этого не делай этого не делай этого не делай этого не делай этого 
69564BB84203311E92E2D9A373085DB9#B5D6B60C,dont open this level,не открывай этот уровень
B82A6E7942E86CDB2BC14D960F868728#586F50CC,dont remove it,HE YDA/\9ITb
E91D57C94B318CF5992EA7AF94DCC146#B19952AD,dont worry about it,не переживай об этом
2E124A7C4CC9E3993C94C9835595455A#9E07E728,dont you see?,ты не видишь?
B671B4AF407EA35A9866BB9B124DAC58#26616195,down,вниз
A316684A46120F8A7667B38BE54DD5E5#EEB0B056,"dr ena left a gun and ammo behind the crate in a garage, protect the base at all costs","д-р Эна оставила оружие и патроны за ящиком в гараже, защищай базу любой ценой"
66A15C4D4A409CB783B4C9B69843BED1#AA4782A1,drink,пить
19F06B4549B58C5DEA0BB599E019D444#10BC1511,drive insert error,ошибка вставки диска
DE0A0BA34559A864ACF4378962F01452#9DA25601,duc,утчка
9428DC744FFC241ABC8AA1B7B646C388#2CA79D60,duende,дуэнде
98D7E8CE411FC3B3973FE8811A23BB15#2CA79D60,duende,дуэнде
53440D30472D0F0C7CCB03988E34828C#AF1DEEA2,dwarf_planet,карликовая_планета
06193BDF4EA6049819B531B4E45A42C7#0D4781C4,earth?,земля?
6CB8BF6F4C8C3676E81AC98BAF33BBE5#0D4781C4,earth?,земля?
C05FF96948C2BAED218959BFA1F442F1#1ED302EA,eat dick urneal,ELLI 4/\EH urneal
CBA75A0043CC398B6B168B8199E1D57A#04B72AF8,eating,ест
7F2DCFED47FD486857CD52B4955E6EF4#B5CD06F5,"een days si#ce last#supply arrive. waiting anot..........ell da##ge# hav# fix t#i..........#.#..............#.......s a#d i do not have too many tape and plastic, do not have bur#e# this no# good #nough# hope # surv#ve when suppl#......#","ать дней с пр#бытия последней#поставки. жду след..............## пов##жде# долж## чинить ##..........#.#..............#...# и у меня не так много скотча и пластика,..#..## не за#оп#....#.# недостаточно х#рошо# надеюсь # выжи## к#гда постав#......#"
10EF268A454A41C516B7D39FBECA020F#3363CC7F,elec,электр.
2A6EF37543BAF55C75D793958828F367#3363CC7F,elec,электр.
A56F2EC14828441ED6F93A95FBABC6E3#3363CC7F,elec,электр
4AC2439149AEB68D385D8EAB924E0F53#213785D9,empty,пусто
BCE76D794371518DC5CCD0B5C840C23B#213785D9,empty,пусто
E937F08341FEECF3253E54B85A064A44#213785D9,empty,пусто
EF94C34E4E15C04148CB00A672B5BF5B#213785D9,empty,пусто
4C8386A849C0B91F299974A6B26790F8#0C81E1A1,empty box,пустая коробка
20F189074A0AC95CEE44B797CB6B28A0#E9C0A8F9,empty?,пусто?
71FF8F1243EA1F476F3B498C6F3D7124#E9C0A8F9,empty?,пусто?
82FF94D9484122F1C81F36881B95FB88#D8CB4C65,emptyBox,emptyBox
115D1C5643D26B3049F0A7BDDD3902AE#354801CF,encrypted_file,encrypted_file
DEEFB6A147DA4BB72E1BDEA933EDB721#8F4524A1,enjoy the light,наслаждайся светом
B83C5DE84CBA6BE97996CC9B0EC3D500#A124A154,enter command,введите команду
197426064E79F30E8AAA1DBE28D6EB53#B67ED8A1,enter key:,введите ключ:
AB77B57647FF725E5D2378A2F345B2D8#B67ED8A1,enter key:,введите ключ:
2A7A9FF44998538284159AB2C4F7BE46#5311E89E,error,ошибка
2EB859C740533D3BB64C039FD4C44CE4#5311E89E,error,ошибка
E7E0D61946ADD43B83852F9F97FEDA68#5311E89E,error,ошибка
FB02B40E40A6C256993EC081A39ED12E#5311E89E,error,ошибка
29B8EDDF4BD2D88F39745EBE3E928CFE#63796C3B,"error playback
{a}","ошибка воспроизведения
{a}"
EDD481BC4602851A8AA7F0BB9AB1E06A#F055ACD6,escape,Esc
D772CE974DE93FF96289C6B7EE679A9F#3B789E16,essentials,важное
0702EC0B476A67B3C9AFAF8CCA45F1EF#7C20EA98,example,пример
2CDAE9654EA5E7B325E307BA2F658937#7C20EA98,example,пример
3478DDE64B57F63F981E8685C890CF34#7C20EA98,example,пример
56E39B7046B20A17DB609099071964DE#7C20EA98,example,пример
5CAC3EA54A16353EFE4BE19F440D7CE0#7C20EA98,example,пример
491D854941418188A8FEAB91A5977D13#B8695063,exe,exe
C541B2B841C92EAB661214B7EDB2F4FA#7F31365C,exoplanet,экзопланета
F72DB9354D73480D4D4A559DDD5EE50E#2F66991D,export error,ошибка экспорта
C827C261402B681FC3BAEEAD6F29F3AF#30A45A98,false,неверно
A8F93B3B426071D39977B4BA9B05CC32#FFF13096,far large,далеко — большой
60B30083472EF84E6E01A59E461F1781#9B19AF6A,far medium,далеко — средний
421C61264D4B8462F596E3BB327BC688#9F6E548A,far small,далеко — маленький
CB5EED9D4CD7FDEFEEF20BA08DBD05FF#F31E2EE9,fast,быстро
D69E19C348790B0FF5558CBB5A5125B7#EEAF50E2,fav,избр.
AF9929DA426F5737AF1FD1915B2ACCC1#B82C4B6A,file,файл
4FB787214D6C57756E4CA4A00D96BE7C#7D9E4D8B,file.mp4,file.mp4
F2911405433A3ECF800F5FA59E732D92#7D9E4D8B,file.mp4,file.mp4
7585C97C4DAD5B9741760285C46E915F#C087D5A9,filtering,фильтрация
9FB203E24E21DF4DA23AFBA2EAA5631E#C087D5A9,filtering,фильтрация
5323E84E46D5D2F44E3BD6BA35A9ACE3#D17571AF,finished,завершено
A0ED7D5649C2193E0219218B5D4FBF4A#D17571AF,finished,готово
CA6ABC794FFF1670888DB1B55AE868AD#DD953C64,fix,чинить
FD7EFADF4859CD714668BB99ED139636#BE1DCFE8,flatgrass,Флэтграсс
9355CF81466BBB6DC6C54EA3019B9995#64239C57,flatshit,Флэтшит
56B382F3491617836240308F6779DE77#345B0F53,flatsky,Флэтскай
6478D011413F5441892BE8AFFC9E1128#3AFBFF51,flatvoid,Флэтвойд
1D9C4656439BB882284D8392C4B1651C#07E72B84,flatwater,Флэтвотер
